ID,Name,Rating,Name_ID,New_ID
1,"The Big Sleep (Philip Marlowe, #1)",5,48,1
1,It's Not about the Bike: My Journey Back to Life,5,49,1
1,Stardust,5,50,1
1,"Goldfinger (James Bond, #7)",4,51,1
1,Snow Crash,4,52,1
1,My Inventions,4,53,1
1,The Great Train Robbery,2,54,1
1,The Catcher in the Rye,5,55,1
1,The Great Gatsby,5,56,1
1,"Executive Orders (Jack Ryan, #8)",3,57,1
1,The Grapes of Wrath,3,58,1
1,Congo,2,59,1
1,Treasure Island,5,60,1
1,The Handmaid's Tale,4,61,1
1,West with the Night,5,62,1
1,"Jedi Search (Star Wars: The Jedi Academy Trilogy, #1)",3,63,1
1,Next,3,64,1
1,The Call of the Wild,5,65,1
1,A Midsummer Night's Dream,4,66,1
1,Into Africa: The Epic Adventures of Stanley & Livingstone,5,67,1
1,Aurora,4,68,1
1,"The Bear and the Dragon (John Clark, #3)",3,69,1
1,Heart of Darkness,3,70,1
1,The Odyssey,4,71,1
1,Catch-22,4,72,1
1,1984,5,73,1
1,"The Two Towers (The Lord of the Rings, #2)",5,74,1
1,Great Expectations,4,75,1
1,1776,5,76,1
1,"Casino Royale (James Bond, #1)",5,77,1
1,The Adventures of Huckleberry Finn,5,78,1
1,"World Without End (Kingsbridge, #2)",5,79,1
1,"The Lost Symbol (Robert Langdon, #3)",3,80,1
1,The Very Hungry Caterpillar,5,81,1
1,"Gorky Park (Arkady Renko, #1)",3,82,1
1,The Kite Runner,5,83,1
1,Rising Sun,3,84,1
1,Edge of Eternity,4,85,1
1,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",5,86,1
1,"Xenocide (Ender's Saga, #3)",4,87,1
1,Out of Africa,5,88,1
1,One Hundred Years of Solitude,4,89,1
1,Deception Point,2,90,1
1,The Tale of Mr. Jeremy Fisher,5,91,1
1,The Tale of Peter Rabbit,5,92,1
1,Lord of the Flies,5,93,1
1,Open,5,94,1
1,The Egg,4,95,1
1,Airframe,3,96,1
1,The Terminal Man,3,97,1
1,Death in the Afternoon,4,98,1
1,Romeo and Juliet,4,99,1
1,The List,4,100,1
1,"The Sum of All Fears (Jack Ryan, #6)",4,101,1
1,The Tipping Point: How Little Things Can Make a Big Difference,4,102,1
1,Charlotte's Web,5,103,1
1,Green Eggs and Ham,5,104,1
1,The Sun Also Rises,5,105,1
1,"Life, the Universe and Everything (Hitchhiker's Guide, #3)",5,106,1
1,Sense and Sensibility,3,107,1
1,The Fountainhead,5,108,1
1,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",5,109,1
1,"Harry Potter and the Deathly Hallows (Harry Potter, #7)",5,110,1
1,The Adventures of Sherlock Holmes,5,111,1
1,Matilda,5,112,1
1,Life of Pi,5,113,1
1,"Patriot Games (Jack Ryan, #1)",5,114,1
1,The Alchemist,5,115,1
1,Cloud Atlas,4,116,1
1,A Thousand Splendid Suns,5,117,1
1,The Merchant of Venice,3,118,1
1,Of Mice and Men,5,119,1
1,The Secret Agent: A Simple Tale,3,120,1
1,The Count of Monte Cristo,5,121,1
1,The Secret Garden,5,122,1
1,Digital Fortress,2,123,1
1,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",4,124,1
1,Old Yeller,4,125,1
1,"Ender's Game (Ender's Saga, #1)",5,126,1
1,Sway: The Irresistible Pull of Irrational Behavior,4,127,1
1,The Snowball: Warren Buffett and the Business of Life,5,128,1
1,The Firm,4,129,1
1,Paris to the Moon,4,130,1
2,My Sister's Keeper,4,131,2
2,"Casino Royale (James Bond, #1)",5,77,2
2,"The Hunger Games (The Hunger Games, #1)",4,2,2
2,Pride and Prejudice,5,19,2
2,"At Risk (Winston Garano, #1)",3,132,2
2,"The Big Sleep (Philip Marlowe, #1)",4,48,2
2,Life of Pi,5,113,2
2,All Quiet on the Western Front,5,133,2
2,Secrets of Power Negotiating: Inside Secrets from a Master Negotiator,4,134,2
2,The Elephanta Suite,5,135,2
2,"Dune (Dune Chronicles, #1)",5,136,2
2,"Angels & Demons (Robert Langdon, #1)",4,6,2
2,1776,5,76,2
2,"The Da Vinci Code (Robert Langdon, #2)",5,137,2
2,Jane Eyre,5,138,2
2,Othello,5,139,2
2,Oliver Twist,5,140,2
3,The Ruby Programming Language,5,141,3
3,Running Xen: A Hands-On Guide to the Art of Virtualization,3,142,3
3,JavaScript: The Good Parts,5,143,3
3,JavaScript: The Definitive Guide,4,144,3
3,The 33 Strategies of War,4,145,3
5,The Secret Garden,5,122,4
5,The Forsyte Saga,5,146,4
5,A Tramp Abroad,4,147,4
5,The Wind in the Willows,5,148,4
5,Sex and the City,3,149,4
5,A Tree Grows in Brooklyn,5,150,4
5,The Adventures of Tom Sawyer,5,151,4
5,"Eat, Pray, Love",3,152,4
5,Gone with the Wind,3,153,4
5,Les Misérables,5,154,4
5,"The Wizard of Oz (Oz, #1)",4,155,4
5,The Alchemist,5,115,4
5,The Witches,5,156,4
5,The Crimson Fairy Book,5,157,4
5,The Witch of Blackbird Pond,5,158,4
5,Memoirs of a Geisha,5,159,4
5,Candide,5,160,4
5,Amsterdam,5,161,4
5,Margot Fonteyn: Autobiography,5,162,4
5,The Joy Luck Club,4,163,4
5,"Ender's Game (Ender's Saga, #1)",5,126,4
5,Paradise Lost,4,164,4
5,Mansfield Park,5,165,4
5,"The Da Vinci Code (Robert Langdon, #2)",4,137,4
5,The Wedding Book: The Big Book for Your Big Day,5,166,4
5,Matilda,4,112,4
5,Carrie,3,167,4
5,Identical Strangers: A Memoir of Twins Separated and Reunited,4,168,4
5,Life of Pi,5,113,4
5,"Secret Servant (The Moneypenny Diaries, #2)",4,169,4
5,Paris to the Moon,5,130,4
5,"The Shadow of the Wind (The Cemetery of Forgotten Books, #1)",3,170,4
5,The Metamorphosis,5,171,4
5,A Handful of Dust,5,172,4
5,Le Bourgeois Gentilhomme,4,173,4
5,Gods Behaving Badly,3,174,4
5,The Moneypenny Diaries: Guardian Angel,4,175,4
5,Peter Pan,4,176,4
5,The Mosquito Coast,3,177,4
5,Ballet,3,178,4
5,Ballet Fever,3,179,4
5,And to Think That I Saw It on Mulberry Street,4,180,4
5,Ballet Shoes,5,181,4
5,"Dune (Dune Chronicles, #1)",1,136,4
5,Persuasion,5,182,4
5,Things Fall Apart,3,183,4
5,Reason for Hope: A Spiritual Journey,4,184,4
5,"These Happy Golden Years (Little House, #8)",5,185,4
5,Rebecca of Sunnybrook Farm,4,186,4
5,The Complete Stories,5,187,4
5,The Yellow Fairy Book,5,188,4
5,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",4,86,4
5,The Wonderful Story of Henry Sugar and Six More,5,189,4
5,East of Eden,5,190,4
5,Cloud Atlas,5,116,4
5,"Goldfinger (James Bond, #7)",3,51,4
5,The Continuity Girl,3,191,4
5,Who is Bugs Potter?,5,192,4
5,On Love,5,193,4
5,The Innocents Abroad,4,194,4
5,A Thousand Splendid Suns,5,117,4
5,The Scarlet Letter,3,23,4
5,Men Without Women,4,195,4
5,E=mc²: A Biography of the World's Most Famous Equation,5,196,4
5,North and South,5,197,4
5,The Woman in White,4,198,4
5,Flowers for Algernon,4,199,4
5,Othello,4,139,4
5,The Enchanted April,4,200,4
5,Death of a Salesman,5,201,4
5,All Quiet on the Western Front,5,133,4
5,Zagat New York City Shopping,5,202,4
5,The Elements of Style,5,203,4
5,Charlotte's Web,5,103,4
5,Romeo and Juliet,4,99,4
5,Lolita,5,204,4
5,MLA Handbook for Writers of Research Papers,5,205,4
5,One Flew Over the Cuckoo's Nest,5,206,4
5,The Subterraneans,5,207,4
5,The Swiss Family Robinson,5,208,4
5,Alice in Wonderland,5,209,4
5,Open,5,94,4
5,Roughing It,5,210,4
5,The Tempest,5,211,4
5,Ellen Foster,3,212,4
5,Rules of Civility,5,213,4
5,Gulliver's Travels,5,214,4
5,Chance to Love,2,215,4
5,The Taming of the Shrew,4,216,4
5,"The Sword in the Stone (The Once and Future King, #1)",4,217,4
5,The Lilac Fairy Book,5,218,4
5,The Tale of Peter Rabbit,5,92,4
5,Flavors of Morocco,5,219,4
5,Running with Scissors,4,220,4
5,Macbeth,5,221,4
5,Living with Light: Decorating the Scandinavian Way,3,222,4
5,The Far Pavilions,5,223,4
5,The Family Under the Bridge,4,224,4
5,The Kite Runner,5,83,4
5,Lipstick Jungle,3,225,4
5,On Paris,5,226,4
5,The Song of Roland,4,227,4
5,For Whom The Bell Tolls,5,228,4
5,"Casino Royale (James Bond, #1)",4,77,4
5,The Adventures of Huckleberry Finn,5,78,4
5,Madame Bovary,5,229,4
5,Robinson Crusoe,3,230,4
5,Hamlet,5,231,4
5,Howards End,5,232,4
5,Out of Africa,5,88,4
5,The Death of Ivan Ilych and Other Stories,5,233,4
5,The Debutante Divorcee,3,234,4
5,The Knot Book of Wedding Lists,4,235,4
5,The Decline and Fall of the Roman Empire,4,236,4
5,Black Beauty,4,237,4
5,"The Long Winter (Little House, #6)",4,238,4
5,Madame de Pompadour,5,239,4
5,Much Ado About Nothing,5,240,4
5,"The Pointe Book: Shoes, Training & Technique",5,241,4
5,Freedom,3,242,4
5,Tuck Everlasting,3,243,4
5,A Midsummer Night's Dream,4,66,4
5,Snobs,5,244,4
5,The Odyssey,5,71,4
5,Audrey Hepburn,3,245,4
5,The Call of the Wild,4,65,4
5,"Twilight (Twilight, #1)",3,246,4
5,The Canterbury Tales,4,247,4
5,West with the Night,5,62,4
5,Treasure Island,4,60,4
5,Far To Go,5,248,4
5,The Great Gatsby,5,56,4
5,The Prince,4,249,4
5,The Hours,3,250,4
5,The Grapes of Wrath,3,58,4
5,The Prophet,5,251,4
5,The Catcher in the Rye,5,55,4
5,Stepping Out,2,252,4
5,Conversations in Sicily,5,253,4
5,A Farewell to Arms,5,254,4
5,Pygmalion,4,255,4
5,What We Talk About When We Talk About Love,5,256,4
5,Vanity Fair,4,257,4
5,My Sister's Keeper,4,131,4
5,Sons and Lovers,3,258,4
5,"The Big Sleep (Philip Marlowe, #1)",5,48,4
5,Vera Volkova: A Biography,3,259,4
5,The Histories,4,260,4
5,Pride and Prejudice,5,19,4
5,Vile Bodies,3,261,4
5,The Birds' Christmas Carol,4,262,4
5,Victorian Posy,4,263,4
5,The Painted Veil,5,264,4
5,Stars,4,265,4
5,"Are You There God? It's Me, Margaret",3,266,4
5,The Picture of Dorian Gray,5,267,4
5,The Brief Wondrous Life of Oscar Wao,5,268,4
5,Fried Green Tomatoes at the Whistle Stop Cafe,4,269,4
5,Jane Eyre,3,138,4
5,The Handmaid's Tale,5,61,4
5,James and the Giant Peach,4,42,4
5,Arthurian Romances,5,270,4
5,Artemisia,5,271,4
5,Gabriel Faure: 50 Songs: The Vocal Library High Voice,5,272,4
5,A Little Princess,5,273,4
5,Stitches,5,274,4
5,A Room with a View,5,275,4
5,Reading Lolita in Tehran: A Memoir in Books,4,276,4
5,The Awakening,5,277,4
5,Animal Dreams,4,278,4
5,The Red Fairy Book,5,279,4
5,To Kill a Mockingbird,4,12,4
5,Babar the King,5,13,4
5,Moll Flanders,4,280,4
5,Nine Stories,5,281,4
5,A Connecticut Yankee in King Arthur's Court,5,282,4
5,The Color Purple,3,283,4
5,Angela's Ashes,3,284,4
5,Where the Red Fern Grows,5,17,4
5,Siddhartha,5,1,4
5,A Separate Peace,5,285,4
5,Dubliners,5,286,4
5,"The Hunger Games (The Hunger Games, #1)",3,2,4
5,Where Angels Fear to Tread,4,287,4
5,Complete Poems,4,288,4
5,Bridge to Terabithia,5,289,4
5,The House of the Spirits,4,290,4
5,The BFG,5,10,4
5,A Prayer for Owen Meany,3,291,4
5,Moon Tiger,5,292,4
5,King Lear,5,293,4
5,"The Golden Compass (His Dark Materials, #1)",3,11,4
5,King Richard III,5,294,4
5,To the Lighthouse,5,295,4
5,The Changeling,5,296,4
5,Anna Karenina,5,297,4
5,Sir Gawain and the Green Knight,5,298,4
6,Better: A Surgeon's Notes on Performance,3,299,5
6,Middlesex,4,300,5
6,Sarah's Key,4,301,5
6,A Thousand Splendid Suns,4,117,5
6,The Kite Runner,5,83,5
6,"Twilight (Twilight, #1)",3,246,5
7,Siddhartha,4,1,6
7,The Post-American World,5,302,6
7,"Angels & Demons (Robert Langdon, #1)",4,6,6
7,"The Da Vinci Code (Robert Langdon, #2)",4,137,6
7,Anna Karenina,5,297,6
7,"The Hunger Games (The Hunger Games, #1)",4,2,6
7,Flow: The Psychology of Optimal Experience,4,303,6
7,The Kite Runner,5,83,6
7,My Inventions,5,53,6
7,Think and Grow Rich,4,27,6
7,The Alchemist,5,115,6
7,True North: Discover Your Authentic Leadership,4,304,6
7,"Ender's Game (Ender's Saga, #1)",5,126,6
7,A Thousand Splendid Suns,5,117,6
8,The No Asshole Rule: Building a Civilized Workplace and Surviving One That Isn't,3,305,7
8,"Lost in a Good Book (Thursday Next, #2)",5,306,7
8,Bel Canto,3,307,7
8,"Grip of the Shadow Plague (Fablehaven, #3)",4,308,7
8,"The Likeness (Dublin Murder Squad, #2)",4,309,7
8,The Road,3,310,7
8,Pride and Prejudice,3,19,7
8,Atlas Shrugged,3,311,7
8,"The Girl with the Dragon Tattoo (Millennium, #1)",5,8,7
8,"The Hunger Games (The Hunger Games, #1)",5,2,7
8,People of the Book,4,312,7
8,"Fablehaven (Fablehaven, #1)",4,313,7
8,The Glass Castle,4,314,7
8,More Than You Know: Finding Financial Wisdom in Unconventional Places,4,315,7
8,Gone with the Wind,5,153,7
8,Fahrenheit 451,3,36,7
8,"The Shadow of the Wind (The Cemetery of Forgotten Books, #1)",5,170,7
8,The Guernsey Literary and Potato Peel Pie Society,5,316,7
8,Flowers for Algernon,3,199,7
8,The Kite Runner,5,83,7
8,The Alchemist,5,115,7
8,The Adventures of Huckleberry Finn,3,78,7
8,Crime and Punishment,4,317,7
8,Soon I Will Be Invincible,3,318,7
8,Ultimatum,3,319,7
8,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",5,86,7
8,The Art of Racing in the Rain,4,320,7
8,"In the Woods (Dublin Murder Squad, #1)",5,321,7
8,"Child 44 (Leo Demidov, #1)",4,322,7
8,Disgrace,5,323,7
8,Where the Red Fern Grows,5,17,7
8,The World Is Flat: A Brief History of the Twenty-first Century,3,324,7
8,Charlotte's Web,5,103,7
8,The World According to Garp,3,325,7
8,Traffic: Why We Drive the Way We Do and What It Says About Us,3,326,7
8,"The Da Vinci Code (Robert Langdon, #2)",5,137,7
8,The Book Thief,4,327,7
8,"2001: A Space Odyssey (Space Odyssey, #1)",3,328,7
8,Running with Scissors,3,220,7
8,Wikinomics: How Mass Collaboration Changes Everything,1,329,7
9,1984,5,73,8
9,Secrets of Power Negotiating: Inside Secrets from a Master Negotiator,5,134,8
9,Animal Farm,5,330,8
9,To Kill a Mockingbird,4,12,8
9,Heart of Darkness,5,70,8
9,"Nudge: Improving Decisions About Health, Wealth, and Happiness",4,331,8
9,"Words That Work: It's Not What You Say, It's What People Hear",5,332,8
9,"Rendezvous with Rama (Rama, #1)",4,333,8
9,Pride and Prejudice,3,19,8
9,The Adventures of Sherlock Holmes,4,111,8
9,Life of Pi,5,113,8
9,The Complete Works,3,22,8
9,Charlotte's Web,4,103,8
9,What Got You Here Won't Get You There: How Successful People Become Even More Successful,5,334,8
9,The Catcher in the Rye,4,55,8
9,Infinite Jest,2,335,8
9,Flow: The Psychology of Optimal Experience,5,303,8
9,The Art of War,5,336,8
9,Crime and Punishment,4,317,8
9,The Elusive Quest for Growth: Economists' Adventures and Misadventures in the Tropics,4,337,8
9,"The Pillars of the Earth (Kingsbridge, #1)",5,41,8
9,The Color Purple,4,283,8
9,Snow Crash,5,52,8
9,All the King's Men,5,338,8
9,Ulysses,3,339,8
12,"Dead Lagoon (Aurelio Zen, #4)",5,340,9
12,Revolutionary Road,3,341,9
12,Sideways,4,342,9
12,"The Da Vinci Code (Robert Langdon, #2)",3,137,9
12,To Kill a Mockingbird,5,12,9
12,The Catcher in the Rye,3,55,9
12,Visibility,4,343,9
12,The Fountainhead,5,108,9
12,Animal Farm,4,330,9
12,"End Games (Aurelio Zen, #11)",5,344,9
12,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",2,109,9
12,The Great Gatsby,3,56,9
12,King Lear,4,293,9
12,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",2,86,9
12,Lush Life,5,345,9
12,"The Bookwoman's Last Fling (Cliff Janeway, #5)",4,346,9
14,Siddhartha,5,1,10
14,Antigone,5,347,10
14,The Homecoming,2,348,10
14,Pygmalion,4,255,10
14,To Kill a Mockingbird,5,12,10
14,The Alchemist,4,115,10
14,The Portrait of a Lady,4,349,10
14,Tuck Everlasting,4,243,10
14,Moby-Dick,5,350,10
14,Memoirs of Hadrian,3,351,10
14,The Odyssey,5,71,10
14,Barnett Newman: Selected Writings and Interviews,3,352,10
14,The Secret Garden,3,122,10
14,East of Eden,5,190,10
14,The Iliad,5,30,10
14,Pride and Prejudice,4,19,10
14,It,5,353,10
14,Girl with a Pearl Earring,1,354,10
14,Frankenstein,3,21,10
14,The Crying of Lot 49,4,355,10
14,Candide,4,160,10
14,The Scarlet Letter,3,23,10
14,Mythologies,4,356,10
14,Catch-22,5,72,10
14,Flaubert: A Biography,4,357,10
14,Madame Bovary,5,229,10
14,Dubliners,4,286,10
14,Congo,2,59,10
14,Lost Horizon,3,358,10
14,The Canterbury Tales,4,247,10
14,Song of Solomon,4,359,10
14,The Adventures of Huckleberry Finn,5,78,10
14,Hamlet,5,231,10
14,Den of Thieves,3,360,10
14,The Black Hole War: My Battle with Stephen Hawking to Make the World Safe for Quantum Mechanics,4,361,10
14,The Sun Also Rises,4,105,10
14,Bridge to Terabithia,4,289,10
14,The Time Machine,5,362,10
14,Deer Hunting with Jesus: Dispatches from America's Class War,4,363,10
14,Robinson Crusoe,3,230,10
14,Great Expectations,4,75,10
14,Lolita,5,204,10
14,James Joyce's Ulysses,4,364,10
14,Love in the Time of Cholera,4,365,10
14,How to be Idle,5,366,10
14,Gorgias,4,367,10
14,Confessions,5,368,10
14,The Tenth Man,3,369,10
14,Goodbye Mr. Chips,5,370,10
14,Ulysses,5,339,10
14,The Tempest,5,211,10
14,Watership Down,5,371,10
14,Fahrenheit 451,4,36,10
14,The Invisible Man,3,372,10
14,Waiting for Godot,3,373,10
14,The Birth of Tragedy,4,374,10
14,Heart of Darkness,5,70,10
14,The Private Memoirs and Confessions of a Justified Sinner,3,375,10
14,Lincoln at Gettysburg: The Words That Remade America,4,376,10
14,"Casino Royale (James Bond, #1)",3,77,10
14,The Quiet American,4,377,10
14,The War of the Worlds,4,378,10
15,Snow,5,379,11
15,The Naked and the Dead,4,380,11
15,The Picture of Dorian Gray,5,267,11
15,God Is Not Great: How Religion Poisons Everything,5,381,11
15,The Great Gatsby,4,56,11
15,The Road,3,310,11
15,One Hundred Years of Solitude,5,89,11
15,The Kite Runner,4,83,11
15,On Paris,5,226,11
15,Chronicle of a Death Foretold,3,382,11
15,Animal Farm,4,330,11
15,"The Da Vinci Code (Robert Langdon, #2)",2,137,11
15,The Metamorphosis,5,171,11
15,To Kill a Mockingbird,5,12,11
15,1491: New Revelations of the Americas Before Columbus,5,383,11
15,On the Road: The Original Scroll,5,384,11
15,1984,5,73,11
15,The World Without Us,4,385,11
15,Catch-22,5,72,11
16,"The Long Dark Tea-Time of the Soul (Dirk Gently, #2)",4,386,12
18,My Inventions,5,53,13
18,Congo,5,59,13
18,Sphere,5,43,13
18,The Great Gatsby,5,56,13
18,State of Fear,3,387,13
18,Next,3,64,13
18,The Odyssey,4,71,13
18,Prey,3,388,13
18,The Catcher in the Rye,5,55,13
18,Timeline,3,389,13
18,Travels,3,390,13
18,Autobiography of a Yogi,4,391,13
18,The Kite Runner,4,83,13
18,Rising Sun,4,84,13
18,Heart of Darkness,4,70,13
18,World Order,4,392,13
18,"Ford Van, 1969-1991: Six-cylinder inline and V8 gasoline engines",3,393,13
18,Winning,4,394,13
18,The Federalist Papers,5,395,13
18,Musicophilia: Tales of Music and the Brain,3,396,13
18,Airframe,3,96,13
18,"The Life and Adventures of John Nicol, Mariner",4,397,13
18,Flow: The Psychology of Optimal Experience,3,303,13
18,Loving What Is: Four Questions That Can Change Your Life,4,398,13
18,The Tipping Point: How Little Things Can Make a Big Difference,4,102,13
18,The Wright Brothers,4,399,13
18,Microserfs,3,32,13
18,"The Hunger Games (The Hunger Games, #1)",4,2,13
18,Havana Nocturne: How the Mob Owned Cuba & Then Lost it to the Revolution,3,400,13
18,They Call Me Coach,3,33,13
18,Disclosure,3,401,13
18,The Political Mind: Why You Can't Understand 21st-Century American Politics with an 18th-Century Brain,3,402,13
18,Of Mice and Men,5,119,13
18,The Metamorphosis,3,171,13
18,The Fountainhead,3,108,13
18,The Anatomy of Peace: Resolving the Heart of Conflict,4,403,13
18,Leap of Faith: Memoirs of an Unexpected Life,3,404,13
18,California Coastal Access Guide,4,405,13
20,"Harry Potter and the Deathly Hallows (Harry Potter, #7)",5,110,14
20,"The Da Vinci Code (Robert Langdon, #2)",4,137,14
20,Lord of the Flies,3,93,14
21,Ogilvy on Advertising,5,406,15
21,Dear Diary,5,407,15
21,"Creative Genius: An Innovation Guide for Business Leaders, Border Crossers and Game Changers",3,408,15
21,1984,4,73,15
21,The Origin of Species,5,409,15
21,The Autobiography of Benjamin Franklin,5,410,15
21,Of Mice and Men,4,119,15
21,Digital Fortress,3,123,15
21,The Metamorphosis,4,171,15
21,Streetwise Guide To Freelance Design And Illustration,4,411,15
21,Where the Red Fern Grows,5,17,15
21,Professional Networking for Dummies,2,412,15
21,Ethics,5,413,15
21,The Google Story,3,414,15
21,Secrets of Power Negotiating: Inside Secrets from a Master Negotiator,5,134,15
21,"Ready, Fire, Aim: Zero to $100 Million in No Time Flat",3,415,15
21,Landing Page Optimization: The Definitive Guide to Testing and Tuning for Conversions,3,416,15
21,Europe: A History,4,417,15
21,The Communist Manifesto,4,418,15
21,The Pitchfork 500: Our Guide to the Greatest Songs From Punk to the Present,5,419,15
26,The Advanced Guide to Real Estate Investing: How to Identify the Hottest Markets and Secure the Best Deals,4,420,16
26,The Science of Getting Rich,5,421,16
26,Memoirs of a Geisha,4,159,16
26,Mega-Producer Results in Commercial Real Estate: A Blueprint for Success,3,422,16
26,How to Make Anyone Fall in Love with You,4,423,16
26,Deception Point,3,90,16
26,The Richest Man in Babylon,4,424,16
26,Open,5,94,16
26,Real Estate Riches: How to Become Rich Using Your Banker's Money,3,425,16
26,The World Is Flat: A Brief History of the Twenty-first Century,3,324,16
26,Of Mice and Men,5,119,16
26,The Success Principles: How to Get from Where You Are to Where You Want to Be,5,426,16
26,How Come That Idiot's Rich and I'm Not?,4,427,16
26,The Kite Runner,5,83,16
26,Reposition Yourself: Living Life Without Limits,3,428,16
26,The Alchemist,5,115,16
26,"The Lost Symbol (Robert Langdon, #3)",4,80,16
26,American Son: My Story,5,429,16
26,"The Da Vinci Code (Robert Langdon, #2)",4,137,16
26,Unlimited Riches: Making Your Fortune in Real Estate Investing,4,430,16
26,Commercial Real Estate Investing: A Creative Guide to Succesfully Making Money,3,431,16
26,Jim Cramer's Real Money: Sane Investing in an Insane World,5,432,16
26,The Greatest Salesman in the World,4,433,16
26,Pompeii,1,434,16
26,Drive: The Story of My Life,2,435,16
26,As a Man Thinketh,5,436,16
26,Trump: The Best Real Estate Advice I Ever Received: 100 Top Experts Share Their Strategies,4,437,16
26,Giving: How Each of Us Can Change the World,4,438,16
26,"Angels & Demons (Robert Langdon, #1)",5,6,16
31,Commonwealth,5,439,17
31,Memoirs of a Geisha,4,159,17
31,The Haunting of Hill House,3,440,17
31,The Miraculous Journey of Edward Tulane,4,441,17
31,Better: A Surgeon's Notes on Performance,3,299,17
31,The Changeling,4,296,17
31,Bel Canto,5,307,17
31,Inside Out,3,442,17
31,In Harm's Way: The Sinking of the USS Indianapolis and the Extraordinary Story of Its Survivors,5,443,17
31,"Eat, Pray, Love",1,152,17
31,Look at Me,4,444,17
31,"The Hunger Games (The Hunger Games, #1)",3,2,17
31,Recursion,4,445,17
31,Independence Day,5,446,17
31,The Color of Water: A Black Man's Tribute to His White Mother,4,447,17
31,The Circle,3,15,17
31,Open,4,94,17
31,On Writing: A Memoir of the Craft,3,448,17
31,The Road,5,310,17
31,The Art of Racing in the Rain,4,320,17
31,The Lovely Bones,3,449,17
34,A People's History of the United States,5,450,18
34,Microserfs,5,32,18
34,The Denial of Death,5,451,18
34,The Language of New Media,5,452,18
34,Nickel and Dimed: On (Not) Getting by in America,5,453,18
34,Into the Wild,5,40,18
34,Ways of Seeing,5,454,18
35,How the Grinch Stole Christmas!,5,455,19
35,James and the Giant Peach,4,42,19
35,The Handmaid's Tale,3,61,19
35,How the Mind Works,5,456,19
35,Alexander Hamilton,3,457,19
35,Softwar: An Intimate Portrait of Larry Ellison and Oracle,3,458,19
35,Proust and the Squid: The Story and Science of the Reading Brain,5,459,19
35,1984,4,73,19
35,The Sun Also Rises,5,105,19
35,Emma,4,460,19
35,On Writing: A Memoir of the Craft,5,448,19
35,"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",4,461,19
35,Pride and Prejudice,4,19,19
35,Sons and Lovers,3,258,19
35,"Punished by Rewards: The Trouble with Gold Stars, Incentive Plans, A's, Praise and Other Bribes",2,462,19
35,Sense and Sensibility,3,107,19
35,The Savoy Cocktail Book,2,463,19
35,"The Wonderful Wizard of Oz (Oz, #1)",5,464,19
35,"The Amber Spyglass (His Dark Materials, #3)",4,20,19
35,The Fountainhead,3,108,19
35,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",4,109,19
